rna_counts_matrix	erv_counts_matrix	sample_id	read1	read2	seq_batch	tissue	genotype	condition	treatment	mouse	dpi	experiment	germ-free
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S56_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_IL28RKO/homer_Trex_IL28RKO/erv/countTable.Miner_Locus.txt	S56	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S56/S56_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S56/S56_2.fq.gz	1	Ileum	TrexKO-IL28RKO	notapplicable	notapplicable	2968	notapplicable	SL272-2	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S57_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_IL28RKO/homer_Trex_IL28RKO/erv/countTable.Miner_Locus.txt	S57	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S57/S57_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S57/S57_2.fq.gz	1	Ileum	TrexKO-IL28RKO	notapplicable	notapplicable	2972	notapplicable	SL272-2	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S58_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_cGASKO/homer_Trex_cGASKO/erv/countTable.Miner_Locus.txt	S58	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S58/S58_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S58/S58_2.fq.gz	1	Ileum	TrexWT-cGASKO	notapplicable	notapplicable	2975	notapplicable	SL272-2	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S59_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_cGASKO/homer_Trex_cGASKO/erv/countTable.Miner_Locus.txt	S59	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S59/S59_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S59/S59_2.fq.gz	1	Ileum	TrexWT-cGASKO	notapplicable	notapplicable	2977	notapplicable	SL272-2	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S60_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_cGASKO/homer_Trex_cGASKO/erv/countTable.Miner_Locus.txt	S60	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S60/S60_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S60/S60_2.fq.gz	1	Ileum	TrexWT-cGASKO	notapplicable	notapplicable	2977	notapplicable	SL272-2	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S61_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_cGASKO/homer_Trex_cGASKO/erv/countTable.Miner_Locus.txt	S61	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S61/S61_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S61/S61_2.fq.gz	1	Ileum	TrexWT-cGASKO	notapplicable	notapplicable	2981	notapplicable	SL272-2	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S62_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_cGASKO/homer_Trex_cGASKO/erv/countTable.Miner_Locus.txt	S62	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S62/S62_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S62/S62_2.fq.gz	1	Ileum	TrexKO-cGASKO	notapplicable	notapplicable	2975	notapplicable	SL272-2	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S63_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_cGASKO/homer_Trex_cGASKO/erv/countTable.Miner_Locus.txt	S63	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S63/S63_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S63/S63_2.fq.gz	1	Ileum	TrexKO-cGASKO	notapplicable	notapplicable	2976	notapplicable	SL272-2	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S64_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_cGASKO/homer_Trex_cGASKO/erv/countTable.Miner_Locus.txt	S64	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S64/S64_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S64/S64_2.fq.gz	1	Ileum	TrexKO-cGASKO	notapplicable	notapplicable	2976	notapplicable	SL272-2	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S65_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_cGASKO/homer_Trex_cGASKO/erv/countTable.Miner_Locus.txt	S65	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S65/S65_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S65/S65_2.fq.gz	1	Ileum	TrexKO-cGASKO	notapplicable	notapplicable	2978	notapplicable	SL272-2	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S66_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_cGASKO/homer_Trex_cGASKO/erv/countTable.Miner_Locus.txt	S66	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S66/S66_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S66/S66_2.fq.gz	1	Ileum	TrexKO-cGASKO	notapplicable	notapplicable	2980	notapplicable	SL272-2	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S67_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_IFnotapplicableRKO/homer_Trex_IFnotapplicableRKO/erv/countTable.Miner_Locus.txt	S67	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S67/S67_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S67/S67_2.fq.gz	1	Ileum	TrexWT-IFnotapplicableRKO	notapplicable	notapplicable	2983	notapplicable	SL272-2	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S68_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_IFnotapplicableRKO/homer_Trex_IFnotapplicableRKO/erv/countTable.Miner_Locus.txt	S68	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S68/S68_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S68/S68_2.fq.gz	1	Ileum	TrexWT-IFnotapplicableRKO	notapplicable	notapplicable	2985	notapplicable	SL272-2	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S69_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_IFnotapplicableRKO/homer_Trex_IFnotapplicableRKO/erv/countTable.Miner_Locus.txt	S69	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S69/S69_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S69/S69_2.fq.gz	1	Ileum	TrexWT-IFnotapplicableRKO	notapplicable	notapplicable	2989	notapplicable	SL272-2	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S70_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_IFnotapplicableRKO/homer_Trex_IFnotapplicableRKO/erv/countTable.Miner_Locus.txt	S70	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S70/S70_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S70/S70_2.fq.gz	1	Ileum	TrexWT-IFnotapplicableRKO	notapplicable	notapplicable	2989	notapplicable	SL272-2	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S72_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_IFnotapplicableRKO/homer_Trex_IFnotapplicableRKO/erv/countTable.Miner_Locus.txt	S72	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S72/S72_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S72/S72_2.fq.gz	1	Ileum	TrexWT-IFnotapplicableRKO	notapplicable	notapplicable	2984	notapplicable	SL272-2	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S74_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_IFnotapplicableRKO/homer_Trex_IFnotapplicableRKO/erv/countTable.Miner_Locus.txt	S74	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S74/S74_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S74/S74_2.fq.gz	1	Ileum	TrexWT-IFnotapplicableRKO	notapplicable	notapplicable	2986	notapplicable	SL272-2	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S75_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_IFnotapplicableRKO/homer_Trex_IFnotapplicableRKO/erv/countTable.Miner_Locus.txt	S75	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S75/S75_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S75/S75_2.fq.gz	1	Ileum	TrexWT-IFnotapplicableRKO	notapplicable	notapplicable	2988	notapplicable	SL272-2	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S76_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_IFnotapplicableRKO/homer_Trex_IFnotapplicableRKO/erv/countTable.Miner_Locus.txt	S76	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S76/S76_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S76/S76_2.fq.gz	1	Ileum	TrexWT-IFnotapplicableRKO	notapplicable	notapplicable	2988	notapplicable	SL272-2	no
